Thickness & Speed mm/min
0.8;50000;8000;4000;2000;55000
1;43000;8000;4000;2000;48000
1.2;36000;8000;4000;2000;40000
1.4;30000;8000;4000;2000;33000
1.5;27000;8000;4000;2000;30000
1.6;25000;8000;4000;2000;28000
1.7;24000;8000;4000;2000;27000
1.8;22000;8000;4000;2000;24000
2;19000;8000;4000;2000;21000
2.2;10500;3000;1500;1000;24000
2.4;13000;8000;4000;2000;15000
