Thickness & Speed mm/min
0.8;34000;8000;4000;2000;48000
1;29000;8000;4000;2000;40000
1.2;24000;8000;4000;2000;33000
1.4;20000;12000;6000;3000;28000
1.5;18000;8000;4000;2000;25000
1.6;17000;8000;4000;2000;24000
1.7;16000;8000;4000;2000;23000
1.8;15000;10000;8000;4000;19000
2;13000;8000;4000;2000;18000
2.2;9000;3000;1500;1000;15000
2.4;9000;8000;4000;2000;13000
